Shop Location,Shop Owner,Item,Stock/Space,Price,Action,Status,Timestamp,Warp
-11768 65 15215,Crazy69,Sunny Helmet,27,10,BUYING,Active,2026-05-27 11:47:37,/warp crazysshop
-11785 63 15215,Crazy69,Podzol,1320,3,SELLING,Active,2026-05-27 11:47:41,/warp crazysshop
-11786 63 15215,Crazy69,Dirt,664,1,SELLING,Active,2026-05-27 11:47:42,/warp crazysshop
-11787 63 15215,Crazy69,Grass Block,3456,2,SELLING,Active,2026-05-27 11:47:43,/warp crazysshop
-11788 63 15215,Crazy69,Obsidian,1020,80,SELLING,Active,2026-05-27 11:47:44,/warp crazysshop
-11789 63 15215,Crazy69,Glass,3456,8,SELLING,Active,2026-05-27 11:47:45,/warp crazysshop
-11790 63 15215,Crazy69,Sandstone,597,5,SELLING,Active,2026-05-27 11:47:46,/warp crazysshop
-11790 65 15215,Crazy69,Sandstone,1728,3,BUYING,Active,2026-05-27 11:47:47,/warp crazysshop
-11789 65 15215,Crazy69,Glass,1728,5,BUYING,Active,2026-05-27 11:47:49,/warp crazysshop
-11788 65 15215,Crazy69,Obsidian,1728,10,BUYING,Active,2026-05-27 11:47:50,/warp crazysshop
-11787 65 15215,Crazy69,Grass Block,1715,0.5,BUYING,Active,2026-05-27 11:47:51,/warp crazysshop
-11786 65 15215,Crazy69,Dirt,1728,0.25,BUYING,Active,2026-05-27 11:47:52,/warp crazysshop
-11785 65 15215,Crazy69,Podzol,1728,2,BUYING,Active,2026-05-27 11:47:53,/warp crazysshop
-11791 63 15210,Crazy69,Oak Log,3008,6,SELLING,Active,2026-05-27 11:47:56,/warp crazysshop
-11790 63 15210,Crazy69,Birch Log,3456,6,SELLING,Active,2026-05-27 11:47:57,/warp crazysshop
-11789 63 15210,Crazy69,Spruce Log,3456,10,SELLING,Active,2026-05-27 11:47:58,/warp crazysshop
-11788 63 15210,Crazy69,Dark Oak Log,3456,10,SELLING,Active,2026-05-27 11:47:59,/warp crazysshop
-11787 63 15210,Crazy69,Acacia Log,1243,10,SELLING,Active,2026-05-27 11:48:00,/warp crazysshop
-11786 63 15210,Crazy69,Jungle Log,3456,10,SELLING,Active,2026-05-27 11:48:01,/warp crazysshop
-11785 63 15210,Crazy69,Cherry Log,214,10,SELLING,Active,2026-05-27 11:48:02,/warp crazysshop
-11784 63 15210,Crazy69,Mangrove Log,3456,25,SELLING,Active,2026-05-27 11:48:03,/warp crazysshop
-11783 63 15210,Crazy69,Crimson Stem,1728,20,SELLING,Active,2026-05-27 11:48:04,/warp crazysshop
-11782 63 15210,Crazy69,Warped Stem,2058,20,SELLING,Active,2026-05-27 11:48:05,/warp crazysshop
-11781 63 15210,Crazy69,Pale Oak Log,3456,14,SELLING,Active,2026-05-27 11:48:06,/warp crazysshop
-11781 65 15210,Crazy69,Pale Oak Log,1728,5,BUYING,Active,2026-05-27 11:48:07,/warp crazysshop
-11782 65 15210,Crazy69,Warped Stem,1728,5,BUYING,Active,2026-05-27 11:48:08,/warp crazysshop
-11783 65 15210,Crazy69,Crimson Stem,1728,5,BUYING,Active,2026-05-27 11:48:09,/warp crazysshop
-11784 65 15210,Crazy69,Mangrove Log,1728,5,BUYING,Active,2026-05-27 11:48:10,/warp crazysshop
-11785 65 15210,Crazy69,Cherry Log,1728,5,BUYING,Active,2026-05-27 11:48:11,/warp crazysshop
-11786 65 15210,Crazy69,Jungle Log,1728,2.5,BUYING,Active,2026-05-27 11:48:12,/warp crazysshop
-11787 65 15210,Crazy69,Acacia Log,1728,3,BUYING,Active,2026-05-27 11:48:13,/warp crazysshop
-11788 65 15210,Crazy69,Dark Oak Log,1728,1,BUYING,Active,2026-05-27 11:48:14,/warp crazysshop
-11789 65 15210,Crazy69,Spruce Log,1728,2,BUYING,Active,2026-05-27 11:48:15,/warp crazysshop
-11790 65 15210,Crazy69,Birch Log,1717,2,BUYING,Active,2026-05-27 11:48:16,/warp crazysshop
-11791 65 15210,Crazy69,Oak Log,1728,2,BUYING,Active,2026-05-27 11:48:17,/warp crazysshop
-11768 65 15210,Crazy69,White Shulker Box,27,5000,BUYING,Active,2026-05-27 11:48:24,/warp crazysshop
-11766 63 15210,Crazy69,Pearlescent Froglight,3456,5,SELLING,Active,2026-05-27 11:48:27,/warp crazysshop
-11765 63 15210,Crazy69,Ochre Froglight,3456,5,SELLING,Active,2026-05-27 11:48:28,/warp crazysshop
-11764 63 15210,Crazy69,Verdant Froglight,3456,5,SELLING,Active,2026-05-27 11:48:29,/warp crazysshop
-11763 63 15210,Crazy69,Netherite Upgrade,0,1000,SELLING,out of stock,2026-05-27 11:48:30,/warp crazysshop
-11762 63 15210,Crazy69,Saddle,54,50,SELLING,Active,2026-05-27 11:48:31,/warp crazysshop
-11762 65 15210,Crazy69,Saddle,27,25,BUYING,Active,2026-05-27 11:48:32,/warp crazysshop
-11763 65 15210,Crazy69,Netherite Upgrade,1728,1,BUYING,Active,2026-05-27 11:48:32,/warp crazysshop
-11764 65 15210,Crazy69,Verdant Froglight,1380,2,BUYING,Active,2026-05-27 11:48:33,/warp crazysshop
-11765 65 15210,Crazy69,Ochre Froglight,1536,2,BUYING,Active,2026-05-27 11:48:34,/warp crazysshop
-11766 65 15210,Crazy69,Pearlescent Froglight,1625,2,BUYING,Active,2026-05-27 11:48:35,/warp crazysshop
-11768 63 15210,Crazy69,White Shulker Box,0,18000,SELLING,out of stock,2026-05-27 11:48:52,/warp crazysshop
-11760 65 15203,Crazy69,Egg,864,0.5,BUYING,Active,2026-08-07 08:27:53,/warp crazysshop
-11761 65 15203,Crazy69,Pumpkin,3456,1,BUYING,Active,2026-08-07 08:27:53,/warp crazysshop
-11762 65 15203,Crazy69,Melon Slice,3455,0.5,BUYING,Active,2026-08-07 08:27:54,/warp crazysshop
-11763 65 15203,Crazy69,Melon Seeds,3456,0.1,BUYING,Active,2026-08-07 08:27:54,/warp crazysshop
-11764 65 15203,Crazy69,Pumpkin Seeds,3456,0.15,BUYING,Active,2026-08-07 08:27:55,/warp crazysshop
-11765 65 15203,Crazy69,Beetroot Seeds,3456,0.1,BUYING,Active,2026-08-07 08:27:56,/warp crazysshop
-11766 65 15203,Crazy69,Potato,3456,0.1,BUYING,Active,2026-08-07 08:27:56,/warp crazysshop
-11767 65 15203,Crazy69,Carrot,3455,0.25,BUYING,Active,2026-08-07 08:27:57,/warp crazysshop
-11768 65 15203,Crazy69,Wheat Seeds,3456,0.15,BUYING,Active,2026-08-07 08:27:58,/warp crazysshop
-11768 63 15203,Crazy69,Wheat Seeds,3406,0.5,SELLING,Active,2026-08-07 08:27:37,/warp crazysshop
-11767 63 15203,Crazy69,Carrot,2678,0.5,SELLING,Active,2026-08-07 08:27:38,/warp crazysshop
-11766 63 15203,Crazy69,Potato,3182,0.5,SELLING,Active,2026-08-07 08:27:39,/warp crazysshop
-11765 63 15203,Crazy69,Beetroot Seeds,827,0.5,SELLING,Active,2026-08-07 08:27:39,/warp crazysshop
-11764 63 15203,Crazy69,Pumpkin Seeds,3456,0.5,SELLING,Active,2026-08-07 08:27:40,/warp crazysshop
-11763 63 15203,Crazy69,Melon Seeds,3456,0.5,SELLING,Active,2026-08-07 08:27:40,/warp crazysshop
-11762 63 15203,Crazy69,Melon Slice,0,2,SELLING,out of stock,2026-08-07 08:27:41,/warp crazysshop
-11761 63 15203,Crazy69,Pumpkin,0,3,SELLING,out of stock,2026-08-07 08:27:42,/warp crazysshop
-11760 63 15203,Crazy69,Egg,864,2,SELLING,Active,2026-08-07 08:27:42,/warp crazysshop
-11784 63 15203,Crazy69,Redstone Dust,3454,4,SELLING,Active,2026-08-07 08:27:24,/warp crazysshop
-11785 63 15203,Crazy69,Netherite Ingot,0,2500,SELLING,out of stock,2026-08-07 08:27:24,/warp crazysshop
-11786 63 15203,Crazy69,Diamond,131,100,SELLING,Active,2026-08-07 08:27:25,/warp crazysshop
-11787 63 15203,Crazy69,Emerald,0,25,SELLING,out of stock,2026-08-07 08:27:26,/warp crazysshop
-11788 63 15203,Crazy69,Gold Ingot,0,25,SELLING,out of stock,2026-08-07 08:27:26,/warp crazysshop
-11789 63 15203,Crazy69,Iron Ingot,3454,8,SELLING,Active,2026-08-07 08:27:27,/warp crazysshop
-11790 63 15203,Crazy69,Copper Ingot,3456,4,SELLING,Active,2026-08-07 08:27:28,/warp crazysshop
-11791 63 15203,Crazy69,Coal,3456,6,SELLING,Active,2026-08-07 08:27:29,/warp crazysshop
-11791 65 15203,Crazy69,Coal,3456,3,BUYING,Active,2026-08-07 08:27:29,/warp crazysshop
-11790 65 15203,Crazy69,Copper Ingot,3456,2,BUYING,Active,2026-08-07 08:27:30,/warp crazysshop
-11789 65 15203,Crazy69,Iron Ingot,2461,4,BUYING,Active,2026-08-07 08:27:31,/warp crazysshop
-11788 65 15203,Crazy69,Gold Ingot,3456,13,BUYING,Active,2026-08-07 08:27:31,/warp crazysshop
-11787 65 15203,Crazy69,Emerald,3456,13,BUYING,Active,2026-08-07 08:27:32,/warp crazysshop
-11786 65 15203,Crazy69,Diamond,3456,50,BUYING,Active,2026-08-07 08:27:32,/warp crazysshop
-11785 65 15203,Crazy69,Netherite Ingot,3447,1000,BUYING,Active,2026-08-07 08:27:33,/warp crazysshop
-11784 65 15203,Crazy69,Redstone Dust,3456,1,BUYING,Active,2026-08-07 08:27:34,/warp crazysshop
-11801 63 15229,Crazy69,Book,0,4,SELLING,out of stock,2026-05-27 11:49:47,/warp crazysshop
-11805 63 15229,Crazy69,Lapis Lazuli,0,7,SELLING,out of stock,2026-05-27 11:49:49,/warp crazysshop
-11825 63 15228,Crazy69,I Donated $1000 to Crazys69s Shop,188,1000,SELLING,Active,2026-05-27 11:50:01,/warp crazysshop
-11826 63 15228,Crazy69,I Donated $5000 to Crazys69s Shop,189,5000,SELLING,Active,2026-05-27 11:50:02,/warp crazysshop
-11827 63 15228,Crazy69,"I Donated $25,000 to Crazys69s Shop ❤❤",125,25000,SELLING,Active,2026-05-27 11:50:02,/warp crazysshop
-11827 65 15228,Crazy69,"I Donated $25,000 to Crazys69s Shop ❤❤",1727,0,BUYING,Active,2026-05-27 11:50:04,/warp crazysshop
-11826 65 15228,Crazy69,I Donated $5000 to Crazys69s Shop,1728,0,BUYING,Active,2026-05-27 11:50:05,/warp crazysshop
-11825 65 15228,Crazy69,I Donated $1000 to Crazys69s Shop,1727,0,BUYING,Active,2026-05-27 11:50:06,/warp crazysshop
-11847 63 15215,Crazy69,Steak,10,0,SELLING,Active,2026-05-27 11:50:10,/warp crazysshop
-11848 63 15181,Crazy69,Iron Ingot,563,2,SELLING,Active,2026-05-27 11:50:15,/warp crazysshop
-11737 63 15198,Crazy69,Stone,1728,3,SELLING,Active,2026-08-07 08:28:29,/warp crazysshop
-11737 63 15196,Crazy69,Stone,1728,3,SELLING,Active,2026-08-07 08:28:30,/warp crazysshop
-11737 63 15194,Crazy69,Stone,1728,3,SELLING,Active,2026-08-07 08:28:31,/warp crazysshop
-11737 65 15194,Crazy69,Stone,0,0.5,BUYING,out of space,2026-08-07 08:28:32,/warp crazysshop
-11737 65 15196,Crazy69,Stone,0,0.5,BUYING,out of space,2026-08-07 08:28:33,/warp crazysshop
-11737 65 15198,Crazy69,Stone,0,0.5,BUYING,out of space,2026-08-07 08:28:34,/warp crazysshop
-11732 63 15194,Crazy69,Grass Block,1728,2,SELLING,Active,2026-08-07 08:28:35,/warp crazysshop
-11732 63 15196,Crazy69,Grass Block,709,2,SELLING,Active,2026-08-07 08:28:38,/warp crazysshop
-11732 63 15198,Crazy69,Grass Block,1528,2,SELLING,Active,2026-08-07 08:28:39,/warp crazysshop
-11732 65 15198,Crazy69,Grass Block,1728,0.75,BUYING,Active,2026-08-07 08:28:40,/warp crazysshop
-11732 65 15196,Crazy69,Grass Block,1728,0.75,BUYING,Active,2026-08-07 08:28:37,/warp crazysshop
-11732 65 15194,Crazy69,Grass Block,1728,0.75,BUYING,Active,2026-08-07 08:28:36,/warp crazysshop
-11728 63 15198,Crazy69,Glass,1728,8,SELLING,Active,2026-08-07 08:28:59,/warp crazysshop
-11728 63 15196,Crazy69,Glass,252,8,SELLING,Active,2026-08-07 08:29:02,/warp crazysshop
-11728 63 15194,Crazy69,Glass,1728,8,SELLING,Active,2026-08-07 08:29:02,/warp crazysshop
-11728 65 15194,Crazy69,Glass,1728,5,BUYING,Active,2026-05-27 11:50:46,/warp crazysshop
-11728 65 15196,Crazy69,Glass,1728,5,BUYING,Active,2026-05-27 11:50:47,/warp crazysshop
-11728 65 15198,Crazy69,Glass,1608,5,BUYING,Active,2026-08-07 08:29:00,/warp crazysshop
-11732 63 15211,Crazy69,Sandstone,632,5,SELLING,Active,2026-08-07 08:28:48,/warp crazysshop
-11732 63 15213,Crazy69,Sandstone,0,5,SELLING,out of stock,2026-08-07 08:28:51,/warp crazysshop
-11732 63 15215,Crazy69,Sandstone,1728,5,SELLING,Active,2026-08-07 08:28:51,/warp crazysshop
-11732 65 15215,Crazy69,Sandstone,1728,1,BUYING,Active,2026-08-07 08:28:52,/warp crazysshop
-11732 65 15213,Crazy69,Sandstone,1728,1,BUYING,Active,2026-08-07 08:28:53,/warp crazysshop
-11732 65 15211,Crazy69,Sandstone,1728,1,BUYING,Active,2026-08-07 08:28:54,/warp crazysshop
-11737 63 15211,Crazy69,Sand,0,4,SELLING,out of stock,2026-08-07 08:28:43,/warp crazysshop
-11737 63 15213,Crazy69,Sand,0,4,SELLING,out of stock,2026-08-07 08:28:44,/warp crazysshop
-11737 63 15215,Crazy69,Sand,0,4,SELLING,out of stock,2026-08-07 08:28:45,/warp crazysshop
-11737 65 15215,Crazy69,Sand,1728,1,BUYING,Active,2026-08-07 08:28:45,/warp crazysshop
-11737 65 15213,Crazy69,Sand,1728,1,BUYING,Active,2026-08-07 08:28:46,/warp crazysshop
-11737 65 15211,Crazy69,Sand,1728,1,BUYING,Active,2026-08-07 08:28:47,/warp crazysshop
-11625 43 -582,dak5h,Oak Log,52,4,SELLING,Active,2026-05-27 11:57:35,/warp dak
-11624 43 -582,dak5h,Birch Log,0,4,SELLING,out of stock,2026-05-27 11:57:36,/warp dak
-11623 43 -582,dak5h,Spruce Log,0,4,SELLING,out of stock,2026-05-27 11:57:37,/warp dak
-11622 43 -582,dak5h,Dark Oak Log,0,4,SELLING,out of stock,2026-05-27 11:57:38,/warp dak
-11621 43 -582,dak5h,Jungle Log,0,4,SELLING,out of stock,2026-05-27 11:57:39,/warp dak
-11620 43 -582,dak5h,Acacia Log,0,4,SELLING,out of stock,2026-05-27 11:57:40,/warp dak
-11619 43 -582,dak5h,Cherry Log,0,4,SELLING,out of stock,2026-05-27 11:57:41,/warp dak
-11618 43 -582,dak5h,Pale Oak Log,0,4,SELLING,out of stock,2026-05-27 11:57:41,/warp dak
-11618 45 -582,dak5h,Pale Oak Log,3456,2,BUYING,Active,2026-05-27 11:57:43,/warp dak
-11619 45 -582,dak5h,Cherry Log,3456,2,BUYING,Active,2026-05-27 11:57:43,/warp dak
-11620 45 -582,dak5h,Acacia Log,3456,2,BUYING,Active,2026-05-27 11:57:44,/warp dak
-11621 45 -582,dak5h,Jungle Log,3456,2,BUYING,Active,2026-05-27 11:57:45,/warp dak
-11622 45 -582,dak5h,Dark Oak Log,3456,2,BUYING,Active,2026-05-27 11:57:46,/warp dak
-11623 45 -582,dak5h,Spruce Log,3456,2,BUYING,Active,2026-05-27 11:57:47,/warp dak
-11624 45 -582,dak5h,Birch Log,3456,2,BUYING,Active,2026-05-27 11:57:48,/warp dak
-11625 45 -582,dak5h,Oak Log,3456,2,BUYING,Active,2026-05-27 11:57:49,/warp dak
-11613 43 -582,dak5h,Dirt,390,1,SELLING,Active,2026-05-27 11:57:52,/warp dak
-11612 43 -582,dak5h,Grass Block,0,2,SELLING,out of stock,2026-05-27 11:57:53,/warp dak
-11611 43 -582,dak5h,Cobblestone,0,1,SELLING,out of stock,2026-05-27 11:57:54,/warp dak
-11610 43 -582,dak5h,Mossy Cobblestone,0,4,SELLING,out of stock,2026-05-27 11:57:55,/warp dak
-11609 43 -582,dak5h,Stone,3456,1,SELLING,Active,2026-05-27 11:57:55,/warp dak
-11608 43 -582,dak5h,Smooth Stone,0,4,SELLING,out of stock,2026-05-27 11:57:56,/warp dak
-11607 43 -582,dak5h,Cobbled Deepslate,0,2,SELLING,out of stock,2026-05-27 11:57:57,/warp dak
-11606 43 -582,dak5h,Deepslate,0,2,SELLING,out of stock,2026-05-27 11:57:58,/warp dak
-11605 43 -582,dak5h,Andesite,0,2,SELLING,out of stock,2026-05-27 11:57:59,/warp dak
-11604 43 -582,dak5h,Diorite,1061,2,SELLING,Active,2026-05-27 11:58:00,/warp dak
-11603 43 -582,dak5h,Granite,423,2,SELLING,Active,2026-05-27 11:58:01,/warp dak
-11602 43 -582,dak5h,Sand,0,2,SELLING,out of stock,2026-05-27 11:58:02,/warp dak
-11601 43 -582,dak5h,Sandstone,0,2.5,SELLING,out of stock,2026-05-27 11:58:02,/warp dak
-11600 43 -582,dak5h,Red Sand,0,3,SELLING,out of stock,2026-05-27 11:58:03,/warp dak
-11599 43 -582,dak5h,Tuff,0,3.5,SELLING,out of stock,2026-05-27 11:58:04,/warp dak
-11598 43 -582,dak5h,Gravel,0,2,SELLING,out of stock,2026-05-27 11:58:05,/warp dak
-11597 43 -582,dak5h,Clay,0,4,SELLING,out of stock,2026-05-27 11:58:05,/warp dak
-11597 45 -582,dak5h,Clay,3456,1.25,BUYING,Active,2026-05-27 11:58:06,/warp dak
-11598 45 -582,dak5h,Gravel,3456,0.75,BUYING,Active,2026-05-27 11:58:07,/warp dak
-11599 45 -582,dak5h,Tuff,3456,2,BUYING,Active,2026-05-27 11:58:08,/warp dak
-11600 45 -582,dak5h,Red Sand,3456,1.25,BUYING,Active,2026-05-27 11:58:09,/warp dak
-11601 45 -582,dak5h,Sandstone,3456,1,BUYING,Active,2026-05-27 11:58:10,/warp dak
-11602 45 -582,dak5h,Sand,3456,0.75,BUYING,Active,2026-05-27 11:58:11,/warp dak
-11603 45 -582,dak5h,Granite,3456,0.75,BUYING,Active,2026-05-27 11:58:12,/warp dak
-11604 45 -582,dak5h,Diorite,3456,0.75,BUYING,Active,2026-05-27 11:58:13,/warp dak
-11605 45 -582,dak5h,Andesite,3456,0.75,BUYING,Active,2026-05-27 11:58:13,/warp dak
-11606 45 -582,dak5h,Deepslate,3456,0.75,BUYING,Active,2026-05-27 11:58:14,/warp dak
-11607 45 -582,dak5h,Cobbled Deepslate,3456,0.75,BUYING,Active,2026-05-27 11:58:15,/warp dak
-11608 45 -582,dak5h,Smooth Stone,3456,1.5,BUYING,Active,2026-05-27 11:58:16,/warp dak
-11609 45 -582,dak5h,Stone,2441,0.5,BUYING,Active,2026-05-27 11:58:16,/warp dak
-11610 45 -582,dak5h,Mossy Cobblestone,3456,2,BUYING,Active,2026-05-27 11:58:17,/warp dak
-11611 45 -582,dak5h,Cobblestone,3456,0.5,BUYING,Active,2026-05-27 11:58:18,/warp dak
-11612 45 -582,dak5h,Grass Block,3456,0.5,BUYING,Active,2026-05-27 11:58:19,/warp dak
-11613 45 -582,dak5h,Dirt,3456,0.5,BUYING,Active,2026-05-27 11:58:20,/warp dak
-11613 43 -579,dak5h,Obsidian,0,35,SELLING,out of stock,2026-05-27 11:58:21,/warp dak
-11612 43 -579,dak5h,End Stone,0,5,SELLING,out of stock,2026-05-27 11:58:23,/warp dak
-11611 43 -579,dak5h,Bricks,0,5,SELLING,out of stock,2026-05-27 11:58:23,/warp dak
-11610 43 -579,dak5h,Warped Nylium,0,4,SELLING,out of stock,2026-05-27 11:58:24,/warp dak
-11608 43 -579,dak5h,Bone Block,0,5,SELLING,out of stock,2026-05-27 11:58:25,/warp dak
-11609 43 -579,dak5h,Crimson Nylium,0,4,SELLING,out of stock,2026-05-27 11:58:26,/warp dak
-11607 43 -579,dak5h,Magma Block,15,4,SELLING,Active,2026-05-27 11:58:26,/warp dak
-11606 43 -579,dak5h,Nether Bricks,0,4,SELLING,out of stock,2026-05-27 11:58:27,/warp dak
-11605 43 -579,dak5h,Netherrack,0,1,SELLING,out of stock,2026-05-27 11:58:28,/warp dak
-11604 43 -579,dak5h,Blackstone,0,4,SELLING,out of stock,2026-05-27 11:58:30,/warp dak
-11603 43 -579,dak5h,Basalt,0,3,SELLING,out of stock,2026-05-27 11:58:30,/warp dak
-11602 43 -579,dak5h,Resin Bricks,96,5.5,SELLING,Active,2026-05-27 11:58:31,/warp dak
-11601 43 -579,dak5h,Calcite,928,5,SELLING,Active,2026-05-27 11:58:32,/warp dak
-11600 43 -579,dak5h,Block of Amethyst,0,5,SELLING,out of stock,2026-05-27 11:58:33,/warp dak
-11599 43 -579,dak5h,Mud,0,5,SELLING,out of stock,2026-05-27 11:58:33,/warp dak
-11599 44 -578,dak5h,Mud,1728,2.5,BUYING,Active,2026-05-27 11:58:34,/warp dak
-11600 44 -578,dak5h,Block of Amethyst,1728,2.5,BUYING,Active,2026-05-27 11:58:35,/warp dak
-11601 44 -578,dak5h,Calcite,1728,2.5,BUYING,Active,2026-05-27 11:58:36,/warp dak
-11602 44 -578,dak5h,Resin Bricks,1728,2.75,BUYING,Active,2026-05-27 11:58:36,/warp dak
-11603 44 -578,dak5h,Basalt,1728,1,BUYING,Active,2026-05-27 11:58:37,/warp dak
-11604 44 -578,dak5h,Blackstone,1728,1.5,BUYING,Active,2026-05-27 11:58:38,/warp dak
-11605 44 -578,dak5h,Netherrack,1728,0.25,BUYING,Active,2026-05-27 11:58:39,/warp dak
-11606 44 -578,dak5h,Nether Bricks,1728,1.75,BUYING,Active,2026-05-27 11:58:39,/warp dak
-11607 44 -578,dak5h,Magma Block,1728,1.75,BUYING,Active,2026-05-27 11:58:40,/warp dak
-11608 44 -578,dak5h,Bone Block,1728,2.5,BUYING,Active,2026-05-27 11:58:41,/warp dak
-11609 44 -578,dak5h,Crimson Nylium,1728,1.75,BUYING,Active,2026-05-27 11:58:42,/warp dak
-11610 44 -578,dak5h,Warped Nylium,1728,1.75,BUYING,Active,2026-05-27 11:58:43,/warp dak
-11611 44 -578,dak5h,Bricks,1728,2.25,BUYING,Active,2026-05-27 11:58:44,/warp dak
-11612 44 -578,dak5h,End Stone,1728,2,BUYING,Active,2026-05-27 11:58:44,/warp dak
-11613 44 -578,dak5h,Obsidian,1728,17.5,BUYING,Active,2026-05-27 11:58:45,/warp dak
-11618 43 -579,dak5h,Pale Oak Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:47,/warp dak
-11619 43 -579,dak5h,Cherry Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:47,/warp dak
-11620 43 -579,dak5h,Acacia Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:48,/warp dak
-11621 43 -579,dak5h,Jungle Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:49,/warp dak
-11622 43 -579,dak5h,Dark Oak Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:50,/warp dak
-11623 43 -579,dak5h,Spruce Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:50,/warp dak
-11624 43 -579,dak5h,Birch Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:51,/warp dak
-11625 43 -579,dak5h,Oak Sapling,0,4,SELLING,out of stock,2026-05-27 11:58:52,/warp dak
-11625 44 -578,dak5h,Oak Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:53,/warp dak
-11624 44 -578,dak5h,Birch Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:54,/warp dak
-11623 44 -578,dak5h,Spruce Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:55,/warp dak
-11622 44 -578,dak5h,Dark Oak Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:55,/warp dak
-11621 44 -578,dak5h,Jungle Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:56,/warp dak
-11620 44 -578,dak5h,Acacia Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:57,/warp dak
-11619 44 -578,dak5h,Cherry Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:58,/warp dak
-11618 44 -578,dak5h,Pale Oak Sapling,1728,1.5,BUYING,Active,2026-05-27 11:58:58,/warp dak
-11625 43 -574,dak5h,Oak Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:02,/warp dak
-11624 43 -574,dak5h,Birch Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:03,/warp dak
-11623 43 -574,dak5h,Spruce Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:04,/warp dak
-11622 43 -574,dak5h,Dark Oak Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:05,/warp dak
-11621 43 -574,dak5h,Jungle Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:05,/warp dak
-11620 43 -574,dak5h,Acacia Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:06,/warp dak
-11619 43 -574,dak5h,Cherry Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:06,/warp dak
-11618 43 -574,dak5h,Pale Oak Leaves,0,1.75,SELLING,out of stock,2026-05-27 11:59:07,/warp dak
-11618 44 -575,dak5h,Pale Oak Leaves,1728,1,BUYING,Active,2026-05-27 11:59:08,/warp dak
-11619 44 -575,dak5h,Cherry Leaves,1728,1,BUYING,Active,2026-05-27 11:59:08,/warp dak
-11620 44 -575,dak5h,Acacia Leaves,1728,1,BUYING,Active,2026-05-27 11:59:09,/warp dak
-11621 44 -575,dak5h,Jungle Leaves,1728,1,BUYING,Active,2026-05-27 11:59:10,/warp dak
-11622 44 -575,dak5h,Dark Oak Leaves,1728,1,BUYING,Active,2026-05-27 11:59:11,/warp dak
-11623 44 -575,dak5h,Spruce Leaves,1728,1,BUYING,Active,2026-05-27 11:59:12,/warp dak
-11624 44 -575,dak5h,Birch Leaves,1728,1,BUYING,Active,2026-05-27 11:59:12,/warp dak
-11625 44 -575,dak5h,Oak Leaves,1728,1,BUYING,Active,2026-05-27 11:59:13,/warp dak
-11613 43 -574,dak5h,Bubble Coral Block,0,25,SELLING,out of stock,2026-05-27 11:59:16,/warp dak
-11612 43 -574,dak5h,Horn Coral Block,0,25,SELLING,out of stock,2026-05-27 11:59:17,/warp dak
-11611 43 -574,dak5h,Fire Coral Block,0,25,SELLING,out of stock,2026-05-27 11:59:18,/warp dak
-11610 43 -574,dak5h,Tube Coral Block,0,25,SELLING,out of stock,2026-05-27 11:59:18,/warp dak
-11608 43 -574,dak5h,Purpur Block,0,5,SELLING,out of stock,2026-05-27 11:59:20,/warp dak
-11607 43 -574,dak5h,Dark Prismarine,0,15,SELLING,out of stock,2026-05-27 11:59:21,/warp dak
-11606 43 -574,dak5h,Prismarine,0,5,SELLING,out of stock,2026-05-27 11:59:22,/warp dak
-11605 43 -574,dak5h,Prismarine Bricks,0,10,SELLING,out of stock,2026-05-27 11:59:22,/warp dak
-11604 43 -574,dak5h,Dripstone Block,0,5,SELLING,out of stock,2026-05-27 11:59:23,/warp dak
-11603 43 -574,dak5h,Packed Ice,0,4,SELLING,out of stock,2026-05-27 11:59:24,/warp dak
-11602 43 -574,dak5h,Soul Soil,0,3,SELLING,out of stock,2026-05-27 11:59:25,/warp dak
