Item,Seller,Sell_Price,Buy_Price,Margin_Per_Item,Seller_Warp,Seller_Location,Seller_Timestamp,Buyer_Timestamp
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:09:02
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:09:01
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:09:00
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:59
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:10:11
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:10:10
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:10:09
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:05:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:49
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:10:08
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:10:07
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:09:03
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:48
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:47
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:05:17
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:05:18
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:45
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-27 00:08:46
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:09:52
Spider Eye,FX_02,0.0,0.18,0.18,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-27 00:09:00
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-28 23:39:01
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-26 23:56:15
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-26 23:56:18
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-26 23:56:15
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -34 -2041,2026-06-01 17:33:39,2026-05-28 23:39:01
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-26 23:56:18
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-26 23:56:15
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-26 23:56:15
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-28 23:39:01
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-26 23:56:18
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-26 23:56:18
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-26 23:56:18
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-26 23:56:18
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-26 23:56:18
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-26 23:56:15
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-28 23:39:01
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-28 23:39:01
Arrow,FX_02,0.0,0.15,0.15,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-26 23:56:18
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-28 23:39:01
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-26 23:56:15
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-28 23:39:01
String,FX_02,0.0,0.15,0.15,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-26 23:56:15
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -30 -2044,2026-06-01 17:34:40,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -33 -2044,2026-06-01 17:34:16,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -32 -2044,2026-06-01 17:34:21,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -33 -2045,2026-06-01 17:34:13,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -32 -2045,2026-06-01 17:34:24,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -32 -2046,2026-06-01 17:34:26,2026-05-28 23:39:06
Arrow,FX_02,0.0,0.1,0.1,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-28 23:39:06
