Item,Quantity,Sell_Price,Buy_Price,Profit_Per_Item,Total_Profit,Seller,Seller_Warp,Seller_Stock,Buyer,Buyer_Warp,Buyer_Stock,Seller_Location,Buyer_Location,Seller_Timestamp,Buyer_Timestamp
Spider Eye,1246,0.2,0.289,0.08899999999999997,110.89399999999996,tazrar,/warp farm stuff,1246,__server__,/shop,999999,17366 78 11877,SERVER_SELL_MOBDROPS,2026-05-29 00:30:20,2026-08-16 13:47:39
Raw Porkchop,324,0.0,0.34,0.34,110.16000000000001,FX_02,/warp sell me ores,324,__server__,/shop,999999,-10036 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:36,2026-08-16 13:47:39
Raw Porkchop,324,0.0,0.34,0.34,110.16000000000001,FX_02,/warp sell me ores,324,__server__,/shop,999999,-10038 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:34,2026-08-16 13:47:39
Paper,73,0.0,1.5,1.5,109.5,MatsmitGlatz,/warp blockmart,73,FX_02,/warp 1,3456,12406 75 -9887,8584 -36 -2018,2026-08-08 11:29:34,2026-05-26 23:56:09
Coal,273,3.0,3.4,0.3999999999999999,109.19999999999997,Harmony_Gold_,/warp ores galore,273,__server__,/shop,999999,-6166 25 1438,SERVER_SELL_MINEABLES,2026-05-29 11:10:50,2026-08-16 13:47:35
Spider Eye,1175,0.2,0.289,0.08899999999999997,104.57499999999996,glossycherry,/warp cherry shop,1175,__server__,/shop,999999,-12100 7 131,SERVER_SELL_MOBDROPS,2026-05-29 00:00:09,2026-08-16 13:47:39
Cobblestone,207,1.0,1.5,0.5,103.5,Hobosapian,/warp shopbo,1728,Effortles,/warp sale,2070,14596 77 -1409,-13451 -4 4362,2026-07-08 23:45:31,2026-05-29 11:31:25
Arrow,321,0.0,0.32,0.32,102.72,FX_02,/warp 1,321,kaaip,/warp one,3456,8571 -31 -2045,4266 151 6813,2026-06-01 17:34:30,2026-05-29 10:48:53
Tuff,142,3.0,3.72,0.7200000000000002,102.24000000000002,Toxic_coco,/warp !,142,Allyri,/warp ri,3456,9618 -43 5486,-5234 175 -4788,2026-05-28 11:19:13,2026-05-29 11:18:16
Arrow,319,0.0,0.32,0.32,102.08,FX_02,/warp 1,319,kaaip,/warp one,3456,8571 -33 -2045,4261 151 6813,2026-06-01 17:34:13,2026-05-29 10:48:57
Arrow,319,0.0,0.32,0.32,102.08,FX_02,/warp 1,319,kaaip,/warp one,3456,8571 -32 -2045,4266 151 6813,2026-06-01 17:34:24,2026-05-29 10:48:53
Raw Cod,709,0.2,0.34,0.14,99.26,tazrar,/warp farm stuff,709,__server__,/shop,999999,17350 75 11875,SERVER_SELL_MOBDROPS,2026-05-29 00:31:10,2026-08-16 13:47:39
Sculk Vein,66,1.0,2.5,1.5,99.0,celticpiping,/warp celt,3456,FX_02,/warp 1,66,4747 -45 -13281,8592 -33 -2020,2026-08-08 11:49:41,2026-05-26 23:53:26
Raw Porkchop,285,0.0,0.34,0.34,96.9,FX_02,/warp sell me ores,285,__server__,/shop,999999,-10034 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:37,2026-08-16 13:47:39
Moss Carpet,128,0.5,1.25,0.75,96.0,BobGuy_,/warp celt,128,FX_02,/warp 1,671,4817 -43 -13365,8597 -33 -2015,2026-08-08 11:54:07,2026-05-26 23:53:46
Sugar Cane,64,0.5,2.0,1.5,96.0,glossycherry,/warp cherry shop,64,Polite_player,/warp sell materials,1752,-12113 6 138,-19268 71 9326,2026-05-28 23:59:09,2026-07-08 23:36:03
Gravel,96,3.0,4.0,1.0,96.0,Effortles,/warp sale,96,Allyri,/warp ri,2493,-13444 -6 4362,-5241 172 -4788,2026-05-29 11:31:19,2026-05-29 11:18:23
Rotten Flesh,1728,0.2,0.255,0.05499999999999999,95.03999999999999,tazrar,/warp farm stuff,1728,__server__,/shop,999999,17362 79 11877,SERVER_SELL_MOBDROPS,2026-05-29 00:30:12,2026-08-16 13:47:39
Apple,190,2.0,2.5,0.5,95.0,Hobosapian,/warp shopbo,190,FX_02,/warp 1,2641,14615 75 -1410,8584 -37 -2012,2026-08-08 11:16:24,2026-05-26 23:55:52
Jungle Sapling,38,5.0,7.5,2.5,95.0,kiwi_241,/warp v.i.p room,38,FX_02,/warp 1,3002,-1421 63 -2485,8591 -40 -2004,2026-05-29 12:23:13,2026-05-26 23:57:40
Deepslate Iron Ore,17,24.5,30.0,5.5,93.5,RubberDucky7474,/warp nethersunny,17,SerSicerio,/warp serstore,3456,14236 71 3605,-17668 159 18759,2026-05-29 10:38:35,2026-08-07 08:18:50
Spider Eye,321,0.0,0.289,0.289,92.76899999999999,FX_02,/warp 1,321,__server__,/shop,999999,8551 -31 -2048,SERVER_SELL_MOBDROPS,2026-05-31 21:56:47,2026-08-16 13:47:39
Spider Eye,320,0.0,0.289,0.289,92.47999999999999,FX_02,/warp 1,320,__server__,/shop,999999,8551 -33 -2048,SERVER_SELL_MOBDROPS,2026-05-31 21:56:42,2026-08-16 13:47:39
Spider Eye,316,0.0,0.289,0.289,91.324,FX_02,/warp 1,316,__server__,/shop,999999,8551 -32 -2048,SERVER_SELL_MOBDROPS,2026-05-31 21:56:45,2026-08-16 13:47:39
Deepslate,192,1.0,1.47,0.47,90.24,celticpiping,/warp celt,3456,Allyri,/warp ri,3456,4735 -46 -13272,-5227 172 -4789,2026-08-08 11:48:44,2026-05-29 11:18:08
Powered Rail,6,15.0,30.0,15.0,90.0,celticpiping,/warp celt,6,FX_02,/warp 1,2106,4740 -41 -13255,8585 -38 -2004,2026-08-08 11:48:11,2026-05-26 23:55:29
Splash Potion,6,110.0,125.0,15.0,90.0,Harmony_Gold_,/warp wood shop,6,FX_02,/warp 1,29,-6139 25 1449,8599 -32 -2004,2026-05-29 12:42:53,2026-05-26 23:50:36
Lever,60,1.0,2.5,1.5,90.0,glossycherry,/warp cherry shop,60,FX_02,/warp 1,2940,-12113 9 127,8588 -36 -2004,2026-05-28 23:59:20,2026-05-26 23:55:18
Carrot,100,0.1,1.0,0.9,90.0,czsunny12,/warp czshop,1390,FX_02,/warp 1,100,7460 67 -10066,8584 -36 -2009,2026-08-07 08:31:26,2026-05-26 23:55:42
Pale Oak Leaves,128,2.3,3.0,0.7000000000000002,89.60000000000002,kiwi_241,/warp v.i.p room,128,AKoopa,/warp koopa,3456,-1416 64 -2509,13323 115 -6494,2026-05-29 12:22:51,2026-05-30 10:27:50
Lever,89,1.5,2.5,1.0,89.0,Harmony_Gold_,/warp wood shop,89,FX_02,/warp 1,2940,-6125 28 1438,8588 -36 -2004,2026-05-29 12:42:31,2026-05-26 23:55:18
Sea Lantern,44,5.0,7.0,2.0,88.0,celticpiping,/warp celt,44,Effortles,/warp sale,3456,4776 -47 -13278,-13468 -4 4385,2026-08-08 11:57:53,2026-05-29 11:30:32
String,257,0.0,0.34,0.34,87.38000000000001,FX_02,/warp 1,257,__server__,/shop,999999,8551 -34 -2041,SERVER_SELL_MOBDROPS,2026-06-01 17:33:39,2026-08-16 13:47:39
Ochre Froglight,1089,1.5,1.58,0.08000000000000007,87.12000000000008,Dwarffles,/warp lidl,1728,Allyri,/warp ri,2816,-3918 156 12306,-5263 174 -4848,2026-05-29 00:41:47,2026-05-29 11:21:48
Smooth Stone,173,2.0,2.5,0.5,86.5,Hobosapian,/warp shopbo,622,Effortles,/warp sale,3456,14596 77 -1412,-13440 -4 4362,2026-07-08 23:45:32,2026-05-29 11:31:38
Copper Ingot,169,3.5,4.0,0.5,84.5,RubberDucky7474,/warp nethersunny,169,Mio_TOT,/warp soupshop,3158,14237 68 3604,-13688 -8 130,2026-05-29 10:38:29,2026-07-05 11:15:12
Flint,66,0.75,2.0,1.25,82.5,_ZippyCastle5557,/warp zippytrial,2420,FX_02,/warp 1,66,-2039 -20 1276,8584 -41 -2006,2026-08-16 14:48:15,2026-05-26 23:58:06
Cocoa Beans,81,0.5,1.5,1.0,81.0,glossycherry,/warp cherry shop,81,FX_02,/warp 1,369,-12113 7 138,8584 -38 -2012,2026-05-28 23:59:08,2026-05-26 23:55:50
Copper Ore,8,15.0,25.0,10.0,80.0,RubberDucky7474,/warp nethersunny,8,FX_02,/warp 1,836,14237 68 3603,8601 -42 -2004,2026-05-29 10:38:28,2026-05-26 23:57:26
Birch Log,20,2.0,6.0,4.0,80.0,Ayame989,/warp village hall,20,Effortles,/warp sale,3456,-9077 70 13787,-13430 -4 4375,2026-05-29 12:29:38,2026-05-29 11:28:53
Jungle Leaves,40,1.0,3.0,2.0,80.0,tazrar,/warp farm stuff,40,AKoopa,/warp koopa,3456,17348 69 11846,13325 115 -6488,2026-05-29 00:28:58,2026-05-30 10:27:59
Raw Porkchop,234,0.0,0.34,0.34,79.56,FX_02,/warp sell me ores,234,__server__,/shop,999999,-10037 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:35,2026-08-16 13:47:39
Pumpkin,64,1.5,2.73,1.23,78.72,tazrar,/warp farm stuff,64,Allyri,/warp ri,3456,17386 73 11852,-5230 175 -4854,2026-05-29 00:26:28,2026-05-29 11:22:21
Pumpkin,104,2.0,2.73,0.73,75.92,Ayame989,/warp village hall,104,Allyri,/warp ri,3456,-9077 63 13754,-5226 174 -4853,2026-05-29 12:28:22,2026-05-29 11:22:26
Jungle Leaves,106,2.3,3.0,0.7000000000000002,74.20000000000002,kiwi_241,/warp v.i.p room,106,AKoopa,/warp koopa,3456,-1415 64 -2485,13325 115 -6488,2026-05-29 12:23:15,2026-05-30 10:27:59
Diorite,42,1.25,3.0,1.75,73.5,LancedmitriIV,/warp nethersunny,3144,SerSicerio,/warp serstore,3456,14225 77 3603,-17616 159 18754,2026-05-29 10:40:59,2026-08-07 08:17:36
Raw Porkchop,210,0.0,0.34,0.34,71.4,FX_02,/warp sell me ores,210,__server__,/shop,999999,-10039 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:01,2026-08-16 13:47:39
Azalea,71,2.0,3.0,1.0,71.0,BobGuy_,/warp celt,71,AKoopa,/warp koopa,3456,4819 -44 -13365,13325 115 -6487,2026-08-08 11:54:11,2026-05-30 10:28:01
Pearlescent Froglight,122,1.0,1.58,0.5800000000000001,70.76,glossycherry,/warp cherry shop,122,Allyri,/warp ri,3456,-12113 7 185,-5264 173 -4850,2026-05-29 00:01:50,2026-05-29 11:21:51
Raw Porkchop,207,0.0,0.34,0.34,70.38000000000001,FX_02,/warp sell me ores,207,__server__,/shop,999999,-10035 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:37,2026-08-16 13:47:39
Sunny Hoe,1,50.0,120.0,70.0,70.0,Hobosapian,/warp shopbo,12,AKoopa,/warp koopa,1,14601 77 -1403,13252 114 -6452,2026-07-08 23:45:47,2026-05-30 10:20:54
Amethyst Cluster,7,95.0,105.0,10.0,70.0,Soup__booty,/warp soupshop,7,Allyri,/warp ri,3060,9893 59 -12554,-5161 169 -4816,2026-05-29 11:50:11,2026-05-29 11:23:21
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,Exestive,/warp luxeria,3456,__server__,/shop,999999,9821 162 16212,SERVER_SELL_BLOCKS,2026-05-29 00:44:54,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,czsunny12,/warp czshop,3456,__server__,/shop,999999,7460 67 -10086,SERVER_SELL_BLOCKS,2026-08-07 08:30:19,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4761 -48 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:30,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4759 -47 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:27,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4761 -47 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:31,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4759 -49 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:29,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4757 -48 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:26,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4761 -49 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:30,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4757 -49 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:25,2026-08-16 13:47:37
Netherrack,3456,1.0,1.02,0.020000000000000018,69.12000000000006,celticpiping,/warp celt,3456,__server__,/shop,999999,4759 -48 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:28,2026-08-16 13:47:37
Spider Eye,238,0.0,0.289,0.289,68.782,FX_02,/warp 1,238,__server__,/shop,999999,8551 -34 -2046,SERVER_SELL_MOBDROPS,2026-06-01 17:33:48,2026-08-16 13:47:39
Raw Beef,201,0.0,0.34,0.34,68.34,FX_02,/warp sell me ores,201,__server__,/shop,999999,-10021 133 3509,SERVER_SELL_MOBDROPS,2026-07-26 20:38:07,2026-08-16 13:47:39
Mycelium,34,4.0,6.0,2.0,68.0,FX_02,/warp 1,34,SerSicerio,/warp serstore,3456,8597 -43 -2020,-17616 159 18761,2026-05-26 23:59:36,2026-08-07 08:17:31
Cherry Log,66,4.0,5.0,1.0,66.0,czsunny12,/warp czshop,66,Crazy69,/warp crazysshop,3456,7452 67 -10081,-11762 65 15208,2026-08-07 08:29:40,2026-08-07 08:28:19
Crimson Nylium,22,3.0,6.0,3.0,66.0,celticpiping,/warp celt,22,SerSicerio,/warp serstore,3456,4778 -47 -13208,-17630 159 18748,2026-08-08 11:45:41,2026-08-07 08:17:55
Slimeball,65,1.0,2.0,1.0,65.0,Dwarffles,/warp lidl,65,Effortles,/warp sale,3456,-3913 153 12311,-13454 -4 4362,2026-07-05 11:20:19,2026-05-29 11:31:04
Coal,72,2.5,3.4,0.8999999999999999,64.8,Tyty42021,/warp tytys everything shop,72,__server__,/shop,999999,10428 38 9483,SERVER_SELL_MINEABLES,2026-08-07 08:24:18,2026-08-16 13:47:35
Nether Wart,63,1.0,2.0,1.0,63.0,Crazy69,/warp crazysshop,63,Dwarffles,/warp bulk sell,2213,-11756 63 15203,-4017 116 12338,2026-08-07 08:27:45,2026-08-08 11:14:53
Dark Oak Log,63,4.0,5.0,1.0,63.0,kiwi_241,/warp v.i.p room,63,FX_02,/warp 1,3456,-1417 63 -2524,8585 -41 -2004,2026-05-29 12:22:36,2026-05-26 23:57:57
Crimson Nylium,21,3.0,6.0,3.0,63.0,celticpiping,/warp celt,21,SerSicerio,/warp serstore,3456,4778 -49 -13208,-17630 159 18748,2026-08-08 11:45:42,2026-08-07 08:17:55
Raw Beef,179,0.0,0.34,0.34,60.86000000000001,FX_02,/warp sell me ores,179,__server__,/shop,999999,-10019 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:17,2026-08-16 13:47:39
Sunny Boots,3,100.0,120.0,20.0,60.0,TycoRC,/warp !tyco's shop,11,AKoopa,/warp koopa,27,-1735 41 3352,13255 114 -6461,2026-05-28 11:23:32,2026-05-30 10:21:04
Iron Ingot,8,0.0,7.5,7.5,60.0,TurtylBro,/warp free iron,8,FX_02,/warp 1,368,-18682 63 7372,8601 -42 -2010,2026-05-29 00:34:31,2026-06-23 23:35:43
Jungle Sapling,24,5.0,7.5,2.5,60.0,tazrar,/warp farm stuff,24,FX_02,/warp 1,3002,17348 72 11847,8591 -40 -2004,2026-05-29 00:29:00,2026-05-26 23:57:40
Oak Log,59,4.0,5.0,1.0,59.0,celticpiping,/warp celt,59,Effortles,/warp sale,3456,4775 -44 -13218,-13430 -4 4373,2026-08-08 11:43:47,2026-05-29 11:28:55
Potato,192,0.5,0.8,0.30000000000000004,57.60000000000001,tazrar,/warp farm stuff,192,AKoopa,/warp koopa,3456,17386 75 11853,13256 113 -6419,2026-05-29 00:26:29,2026-05-30 10:19:48
Tuff,256,3.5,3.72,0.2200000000000002,56.32000000000005,glossycherry,/warp cherry shop,256,Allyri,/warp ri,1728,-12100 9 174,-5234 172 -4789,2026-05-29 00:00:58,2026-05-29 11:18:15
Pale Oak Sapling,112,7.0,7.5,0.5,56.0,Harmony_Gold_,/warp wood shop,112,Killablob,/warp killashop,3456,-6170 28 1403,11575 72 -5274,2026-05-29 12:33:46,2026-05-30 11:12:45
Glow Ink Sac,8,1.0,8.0,7.0,56.0,czsunny12,/warp czshop,8,Effortles,/warp sale,97,7460 66 -10069,-13443 -5 4372,2026-08-07 08:31:18,2026-08-08 11:24:36
Lead,56,4.0,5.0,1.0,56.0,Abbie_Kills,/warp decor,56,Effortles,/warp sale,3456,18554 22 976,-13444 -5 4372,2026-05-29 00:12:21,2026-05-29 11:27:59
Lapis Lazuli,10,0.75,6.3,5.55,55.5,Alisa12345,/warp shrimp shop,10,Effortles,/warp sale,3456,-7112 112 -17576,-13446 -5 4390,2026-05-29 11:44:10,2026-05-29 11:26:44
String,163,0.0,0.34,0.34,55.42,FX_02,/warp 1,163,__server__,/shop,999999,8551 -30 -2041,SERVER_SELL_MOBDROPS,2026-05-31 21:55:38,2026-08-16 13:47:39
Arrow,171,0.0,0.32,0.32,54.72,FX_02,/warp 1,171,kaaip,/warp one,3456,8571 -32 -2046,4263 151 6813,2026-06-01 17:34:26,2026-05-29 10:48:55
Dripstone Block,27,2.0,4.0,2.0,54.0,MatsmitGlatz,/warp blockmart,27,Effortles,/warp sale,3456,12383 77 -9897,-13468 -4 4394,2026-08-08 11:30:24,2026-05-29 11:30:37
Packed Ice,26,4.0,6.0,2.0,52.0,Hobosapian,/warp shopbo,26,SerSicerio,/warp serstore,3456,14596 77 -1416,-17617 159 18774,2026-07-08 23:45:37,2026-08-07 08:16:43
Dripstone Block,52,3.0,4.0,1.0,52.0,Alisa12345,/warp shrimp shop,52,Effortles,/warp sale,3456,-7112 115 -17576,-13468 -4 4394,2026-05-29 11:44:08,2026-05-29 11:30:37
Bone,1728,0.35,0.38,0.030000000000000027,51.840000000000046,midwu,/warp panda,1728,kaaip,/warp one,3456,15690 71 11954,4263 150 6814,2026-08-07 08:14:02,2026-05-29 10:48:50
Bone,1728,0.35,0.38,0.030000000000000027,51.840000000000046,midwu,/warp panda,1728,kaaip,/warp one,3456,15690 71 11952,4265 150 6814,2026-08-07 08:14:03,2026-05-29 10:48:52
Spider Eye,177,0.0,0.289,0.289,51.153,FX_02,/warp 1,177,__server__,/shop,999999,8551 -34 -2044,SERVER_SELL_MOBDROPS,2026-05-31 21:56:54,2026-08-16 13:47:39
Ochre Froglight,639,1.5,1.58,0.08000000000000007,51.12000000000005,Dwarffles,/warp lidl,1728,Allyri,/warp ri,3328,-3918 156 12306,-5263 174 -4844,2026-05-29 00:41:47,2026-05-29 11:21:44
Acacia Log,51,4.0,5.0,1.0,51.0,Alisa12345,/warp shrimp shop,51,FX_02,/warp 1,3456,-7087 114 -17567,8588 -43 -2004,2026-05-29 11:44:49,2026-05-26 23:57:47
Cherry Leaves,25,1.0,3.0,2.0,50.0,tazrar,/warp farm stuff,25,AKoopa,/warp koopa,3456,17351 69 11852,13310 115 -6494,2026-05-29 00:28:43,2026-05-30 10:27:32
Block of Iron,2,10.0,35.0,25.0,50.0,Ayame989,/warp village hall,2,AKoopa,/warp koopa,3456,-9092 63 13786,13310 115 -6421,2026-05-29 12:27:54,2026-05-30 10:31:52
Netherrack,2482,1.0,1.02,0.020000000000000018,49.64000000000004,emattj1s,/warp hideout,3456,__server__,/shop,999999,-14421 -25 -322,SERVER_SELL_BLOCKS,2026-08-01 22:47:37,2026-08-16 13:47:37
Crimson Fungus,32,6.0,7.5,1.5,48.0,Harmony_Gold_,/warp wood shop,32,Killablob,/warp killashop,3456,-6139 25 1410,11575 72 -5275,2026-05-29 12:41:37,2026-05-30 11:12:46
Sweet Berries,63,0.25,1.0,0.75,47.25,Crazy69,/warp crazysshop,63,FX_02,/warp 1,1785,-11755 63 15203,8584 -38 -2015,2026-08-07 08:27:45,2026-05-26 23:56:02
Cactus,62,0.25,1.0,0.75,46.5,Crazy69,/warp crazysshop,62,FX_02,/warp 1,64,-11757 63 15203,8584 -37 -2018,2026-08-07 08:27:44,2026-05-26 23:56:06
Warped Fungus,30,6.0,7.5,1.5,45.0,Harmony_Gold_,/warp wood shop,30,Killablob,/warp killashop,3456,-6136 25 1410,11575 72 -5276,2026-05-29 12:41:39,2026-05-30 11:12:46
Warped Fungus,10,3.0,7.5,4.5,45.0,Exestive,/warp luxeria,10,Killablob,/warp killashop,3456,9829 177 16213,11575 72 -5276,2026-05-29 00:47:47,2026-05-30 11:12:46
End Stone,15,1.0,4.0,3.0,45.0,tazrar,/warp farm stuff,15,SerSicerio,/warp serstore,512,17366 73 11862,-17622 159 18769,2026-05-29 00:29:42,2026-08-07 08:16:23
Composter,18,10.0,12.5,2.5,45.0,Abbie_Kills,/warp decor,18,FX_02,/warp 1,19,18569 20 1014,8601 -36 -2006,2026-05-29 00:11:42,2026-05-26 23:54:14
Pale Oak Log,44,4.0,5.0,1.0,44.0,midwu,/warp panda,1405,FX_02,/warp 1,3456,15666 71 11956,8585 -43 -2004,2026-08-07 08:13:51,2026-05-26 23:58:00
Paper,28,0.0,1.5,1.5,42.0,UnseatingBard90,/warp celt,28,FX_02,/warp 1,3456,4825 -50 -13230,8584 -36 -2018,2026-08-08 11:56:38,2026-05-26 23:56:09
Cherry Log,21,4.0,6.0,2.0,42.0,AKoopa,/warp koopa,21,Effortles,/warp sale,3456,13308 114 -6493,-13430 -4 4378,2026-05-30 10:27:30,2026-05-29 11:28:51
Emerald,4,20.0,30.0,10.0,40.0,will1608,/warp shopwill,4,LilOldman,/warp lom,3456,16751 72 -16859,-10322 64 -548,2026-05-29 11:42:19,2026-07-26 19:28:14
Sunny Chestplate,2,100.0,120.0,20.0,40.0,emattj1s,/warp hideout,2,AKoopa,/warp koopa,27,-14429 -24 -350,13252 114 -6461,2026-08-01 22:46:12,2026-05-30 10:21:06
Warped Nylium,13,3.0,6.0,3.0,39.0,celticpiping,/warp celt,13,SerSicerio,/warp serstore,3456,4776 -48 -13223,-17627 159 18748,2026-08-08 11:44:39,2026-08-07 08:17:58
Carrot,112,0.5,0.84,0.33999999999999997,38.08,Crazy69,/warp crazysshop,2678,Killablob,/warp killashop,1402,-11767 63 15203,11563 72 -5296,2026-08-07 08:27:38,2026-05-30 10:57:16
Red Concrete,18,8.0,10.0,2.0,36.0,_ZippyCastle5557,/warp zippytrial,18,Puppies75200,/warp sellconcrete,2447,-2044 -20 1272,5195 1 -13471,2026-08-16 14:47:55,2026-08-08 11:31:59
Podzol,18,2.0,4.0,2.0,36.0,will1608,/warp shopwill,18,SerSicerio,/warp serstore,3456,16747 72 -16841,-17617 159 18770,2026-05-29 11:43:05,2026-08-07 08:16:40
Birch Sapling,6,1.5,7.5,6.0,36.0,Puppies75200,/warp nethersunny,6,FX_02,/warp 1,1458,14246 77 3595,8594 -42 -2004,2026-05-29 10:40:41,2026-05-26 23:57:33
Dispenser,1,15.0,50.0,35.0,35.0,celticpiping,/warp celt,1,FX_02,/warp 1,2980,4740 -41 -13260,8594 -37 -2004,2026-08-08 11:48:06,2026-07-05 11:22:27
Lapis Lazuli,343,5.0,5.1,0.09999999999999964,34.299999999999876,Toxic_coco,/warp !,343,__server__,/shop,999999,9598 -41 5465,SERVER_SELL_MINEABLES,2026-05-28 11:18:02,2026-08-16 13:47:35
Arrow,489,0.25,0.32,0.07,34.230000000000004,Breezy7474,/warp nethersunny,489,kaaip,/warp one,3456,14230 92 3644,4266 151 6813,2026-05-29 10:43:21,2026-05-29 10:48:53
Green Concrete,17,8.0,10.0,2.0,34.0,_ZippyCastle5557,/warp zippytrial,17,Puppies75200,/warp sellconcrete,2363,-2040 -20 1272,5191 1 -13471,2026-08-16 14:47:57,2026-08-08 11:31:55
Raw Iron,66,8.0,8.5,0.5,33.0,AKoopa,/warp koopa,66,Dwarffles,/warp bulk sell,3453,13315 113 -6420,-4018 116 12334,2026-05-30 10:31:47,2026-08-08 11:14:06
Glow Lichen,16,1.0,3.0,2.0,32.0,tazrar,/warp farm stuff,16,Effortles,/warp sale,3456,17347 77 11885,-13456 -5 4395,2026-05-29 00:32:09,2026-05-29 11:27:25
Wheat,64,0.5,1.0,0.5,32.0,_FireWilley,/warp wow,64,FX_02,/warp 1,3456,18647 9 -7127,8584 -35 -2012,2026-08-17 11:27:53,2026-05-26 23:55:57
Paper,64,1.0,1.5,0.5,32.0,midwu,/warp panda,64,FX_02,/warp 1,3456,15666 71 11978,8584 -36 -2018,2026-08-07 08:14:56,2026-05-26 23:56:09
Cooked Chicken,123,0.25,0.5,0.25,30.75,Soup__booty,/warp soupshop,1179,_ZippyCastle5557,/warp zippytrial,3456,9877 61 -12556,-2021 -18 1292,2026-05-29 11:49:56,2026-08-16 14:50:20
Gray Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,3329,-2047 -20 1272,5182 1 -13471,2026-08-16 14:47:54,2026-08-08 11:31:49
Iron Ingot,4,0.0,7.5,7.5,30.0,TurtylBro,/warp free iron,4,FX_02,/warp 1,368,-18686 63 7372,8601 -42 -2010,2026-05-29 00:34:35,2026-06-23 23:35:43
Blue Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,1747,-2048 -20 1272,5188 1 -13471,2026-08-16 14:47:53,2026-08-08 11:31:53
Yellow Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,2026,-2041 -20 1272,5193 1 -13471,2026-08-16 14:47:57,2026-08-08 11:31:58
Light Gray Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,3456,-2036 -20 1272,5183 1 -13471,2026-08-16 14:48:00,2026-08-08 11:31:50
Pink Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,2109,-2037 -20 1272,5185 1 -13471,2026-08-16 14:47:59,2026-08-08 11:31:51
Lime Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,2027,-2050 -20 1272,5192 1 -13471,2026-08-16 14:47:52,2026-08-08 11:31:57
Magenta Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,1882,-2038 -20 1272,5186 1 -13471,2026-08-16 14:47:58,2026-08-08 11:31:52
Purple Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,2425,-2039 -20 1272,5187 1 -13471,2026-08-16 14:47:58,2026-08-08 11:31:52
Brown Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,2111,-2043 -20 1272,5180 1 -13471,2026-08-16 14:47:56,2026-08-08 11:31:47
